0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.712537124299249626e+03,3.132666666666666060e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.084462071305956306e+04,1.237241704236742225e+04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.201312718304519331e+04,1.386404216264118986e+04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.360672180789357662e+04,1.578816359070710678e+04,0.000000000000000000e+00,0.000000000000000000e+00,2.055862616650324489e+05
2.361507049183058552e+04,2.729572928281352870e+04,1.189956029364550886e+03,1.360672180789357299e+04,4.055895019464642974e+05
2.036522219202425913e+04,2.342351156876072491e+04,2.065221580360429471e+03,2.361507049183057825e+04,5.739168980019970331e+05
1.872766362171564106e+04,2.156869215451424316e+04,1.781010832652539875e+03,2.036522219202424458e+04,7.593050865909839049e+05
1.784282810572750168e+04,2.080317436613192694e+04,1.637800533971641698e+03,1.872766362171563014e+04,9.355044018892899621e+05
1.850197920945745864e+04,2.110057681595998292e+04,1.560418533214108720e+03,1.784282810572750896e+04,1.214558536648494657e+06
2.203964221996110791e+04,2.539161010650252865e+04,1.618063632542200821e+03,1.850197920945744772e+04,1.426925800320819253e+06
2.307989078870004960e+04,2.632695260876364409e+04,1.927444796399510551e+03,2.203964221996108608e+04,1.432977483943844680e+06
2.682718993536384369e+04,3.059431459784136678e+04,2.018418219233119544e+03,2.307989078870006415e+04,1.516588841561205918e+06
2.911644081157221808e+04,3.288628855136642233e+04,2.346132805917647147e+03,2.682718993536383277e+04,1.603887761639679316e+06
3.257331158216645053e+04,3.792152412868311512e+04,2.546335905630607613e+03,2.911644081157220353e+04,1.718147589930032846e+06
2.940312141295753827e+04,3.375847226873886393e+04,2.848651501868958803e+03,3.257331158216646509e+04,1.732931105495894328e+06
4.096747761135405744e+04,4.693240224467022927e+04,2.571407139902659310e+03,2.940312141295753827e+04,1.770429447064298904e+06
4.480682160878815921e+04,5.191789685553841264e+04,3.582751060818140559e+03,4.096747761135407200e+04,1.783243674616928445e+06
4.533379676445340738e+04,5.199044746897247387e+04,3.918515295808303563e+03,4.480682160878821742e+04,1.849042013724168064e+06
4.862741492957355513e+04,5.482446598229678057e+04,3.964601140191876766e+03,4.533379676445343648e+04,1.879984728132906137e+06
5.806846620651589183e+04,6.618544410827879619e+04,4.252639717693742568e+03,4.862741492957354785e+04,1.854405698176249629e+06
4.925589997665732517e+04,5.710334456842955842e+04,5.078293100569557282e+03,5.806846620651589910e+04,1.800658233388371998e+06
5.164615991046352428e+04,5.873685292510555882e+04,4.307602961721335305e+03,4.925589997665733972e+04,1.756587908231777605e+06
4.228187546493177069e+04,4.857933051464206073e+04,4.516639661386286207e+03,5.164615991046352428e+04,1.732813184084279696e+06
6.621354394213861087e+04,7.507287032748803904e+04,3.697699809894589634e+03,4.228187546493177069e+04,1.703197056756251957e+06
6.142401780734304339e+04,7.066300555201614043e+04,5.790609005751387485e+03,6.621354394213849446e+04,1.664769635475720512e+06
6.046359292928580544e+04,6.934405580022865615e+04,5.371747976448013105e+03,6.142401780734300701e+04,1.621193072595587233e+06
5.803657329130428843e+04,6.551489342649840546e+04,5.287755418171935162e+03,6.046359292928580544e+04,1.576404779625404393e+06
5.794305435400643182e+04,6.696294235741635202e+04,5.075503952140874389e+03,5.803657329130433936e+04,1.526687454755460378e+06
4.980560704401048133e+04,5.740088661452099768e+04,5.067325389745857137e+03,5.794305435400635906e+04,1.505337847269221675e+06
7.280133788694319082e+04,8.224254484828829300e+04,4.355676792318924527e+03,4.980560704401049588e+04,1.479957533669140656e+06
7.986422206698011723e+04,8.902413335023398395e+04,6.366734926124358935e+03,7.280133788694321993e+04,1.423077187995967921e+06
6.789624918133455503e+04,7.755595294992052368e+04,6.984409170765919043e+03,7.986422206698018999e+04,1.338745248677458381e+06
6.957835114400691236e+04,7.981593293525265472e+04,5.937767540576652209e+03,6.789624918133448227e+04,1.269312866734585026e+06
7.048347806619129551e+04,7.997506651346798753e+04,6.084873316732585408e+03,6.957835114400695602e+04,1.224504712577225640e+06
7.040953961689135758e+04,8.049203289172111545e+04,6.164029872852409426e+03,7.048347806619123730e+04,1.171090015316962264e+06
6.978735826457246731e+04,7.833320577482978115e+04,6.157563693504540424e+03,7.040953961689122661e+04,1.151174188192057190e+06
7.127097013498876186e+04,8.221026139914622763e+04,6.103151729917504781e+03,6.978735826457236544e+04,1.102473818889179034e+06
7.952448314133935492e+04,9.192950376415747451e+04,6.232898844274955991e+03,7.127097013498874730e+04,1.067846963194980985e+06
7.452562240977445617e+04,8.565844006726249063e+04,6.954697798057346517e+03,7.952448314133932581e+04,1.056816723266557092e+06
8.283430712935485644e+04,9.546353987971029710e+04,6.517529716614793870e+03,7.452562240977439797e+04,9.997605944104491500e+05
7.511698068347379740e+04,8.477359525035545812e+04,7.244153632187038966e+03,8.283430712935487099e+04,9.444543586043588584e+05
7.511478892404757789e+04,8.361787290021503577e+04,6.569246092773450073e+03,7.511698068347379740e+04,9.001208974216147326e+05
9.167283400741015794e+04,1.048858825872785237e+05,6.569054415646442976e+03,7.511478892404760700e+04,8.592287145025674254e+05
8.028460397831827868e+04,9.236483469097944908e+04,8.017114121696064103e+03,9.167283400741015794e+04,7.994590405371865490e+05
8.327533457123728294e+04,9.408002237932784192e+04,7.021173058283795399e+03,8.028460397831819137e+04,7.640804897219665581e+05
7.792084470047152718e+04,8.867674891920166556e+04,7.282723044496087823e+03,8.327533457123725384e+04,7.206138733172708889e+05
9.610444469960551942e+04,1.074590403298412421e+05,6.814453934871700767e+03,7.792084470047155628e+04,6.934217468789065024e+05
7.863931055758592265e+04,9.128410535245793290e+04,8.404674177485178006e+03,9.610444469960544666e+04,6.301574660922650946e+05
8.107058157536585350e+04,9.325908090598309354e+04,6.877286319529544016e+03,7.863931055758595176e+04,5.741848824577516643e+05
9.636394752078520833e+04,1.096586118306172139e+05,7.089909583786197800e+03,8.107058157536588260e+04,5.379998538435557857e+05
8.258882052313460736e+04,9.537108375427646388e+04,8.427368618590095139e+03,9.636394752078542660e+04,4.876194935695886379e+05
8.790237820187072793e+04,9.946385628669739526e+04,7.222684958738409478e+03,8.258882052313462191e+04,4.600189263191691134e+05
8.379098650837090099e+04,9.571336975149337377e+04,7.687374403151116894e+03,8.790237820187072793e+04,4.294659171882672235e+05
9.254283972361899214e+04,1.065562124097891210e+05,7.327818633302028502e+03,8.379098650837081368e+04,3.863093186163842911e+05
1.056039504900057364e+05,1.210243393528368324e+05,8.093199203922394190e+03,9.254283972361905035e+04,3.571766434926384827e+05
8.724745191054152383e+04,9.899569580727558059e+04,9.235439614661432643e+03,1.056039504900058091e+05,3.170702099311010097e+05
8.757447262136467907e+04,9.971568556340066425e+04,7.630098778635567214e+03,8.724745191054161114e+04,2.878656076026431983e+05
9.451477880567789543e+04,1.063595837753693631e+05,7.658697898398949292e+03,8.757447262136466452e+04,2.852779811809516395e+05
9.358588873226655414e+04,1.067574813585804222e+05,8.265652263032807241e+03,9.451477880567796819e+04,2.529176145814467163e+05
1.093616725425287877e+05,1.240543870707582828e+05,8.184417535147694252e+03,9.358588873226665601e+04,2.356691471051254193e+05
9.128029085042838415e+04,1.057809700837851415e+05,9.564065721390667022e+03,1.093616725425287732e+05,1.974993214573537116e+05
1.048286228537641728e+05,1.200304375666900305e+05,7.982784831876576391e+03,9.128029085042834049e+04,1.625852087411743414e+05
8.681410526841199317e+04,9.812684387959254673e+04,9.167634465963275943e+03,1.048286228537642019e+05,1.407912848454747291e+05
9.412166646505148674e+04,1.057932969445138879e+05,7.592201079477217718e+03,8.681410526841209503e+04,1.453158410523168277e+05
9.401957062730600592e+04,1.067866610350179399e+05,8.231273196087035103e+03,9.412166646505150129e+04,1.438740197411288391e+05
1.084850319755185046e+05,1.241824348521564243e+05,8.222344553360780992e+03,9.401957062730606413e+04,1.294046983126009291e+05
9.235780434969467751e+04,1.057868125988600805e+05,9.487400397955141671e+03,1.084850319755185483e+05,1.191165669567883306e+05
8.794800399476556049e+04,9.955484852694319852e+04,8.077017204910750479e+03,9.235780434969466296e+04,1.243339270002914855e+05
9.381391827894400922e+04,1.077963042543998163e+05,7.691364540387428860e+03,8.794800399476561870e+04,1.272606805702209531e+05
1.070307471610169741e+05,1.235040359754557867e+05,8.204359526890664711e+03,9.381391827894395101e+04,1.012071916896507319e+05
9.278499514147722221e+04,1.050465207588832127e+05,9.360218038540297130e+03,1.070307471610170905e+05,8.645566976261071977e+04
1.001591431665478012e+05,1.158359256174059701e+05,8.114376553146700644e+03,9.278499514147732407e+04,8.492343994278398168e+04
1.061823216860483953e+05,1.202128518953025923e+05,8.759271923813330432e+03,1.001591431665477430e+05,7.222245769465764170e+04
9.351566297315811971e+04,1.072881885425875225e+05,9.286020224867070283e+03,1.061823216860483662e+05,6.965595706376236922e+04
9.352724676136631751e+04,1.071629311249849270e+05,8.178276043710749946e+03,9.351566297315798874e+04,7.153624887157107878e+04
9.951554474189091707e+04,1.149501246413964109e+05,8.179289087029785151e+03,9.352724676136639027e+04,6.894764019628727692e+04
1.010856210599675542e+05,1.165296715661721973e+05,8.702986961371783764e+03,9.951554474189096072e+04,6.180922110265929950e+04
1.103952551499959663e+05,1.269352671728712739e+05,8.840295698012065259e+03,1.010856210599674669e+05,6.260751317092039244e+04
1.127360180805007258e+05,1.291699203562085895e+05,9.654456182294215978e+03,1.103952551499959227e+05,5.706401689354892005e+04
1.019801725895907730e+05,1.158425481090411195e+05,9.859164193657499709e+03,1.127360180805008131e+05,5.107730267593644385e+04
1.047103369258128805e+05,1.184261630194503377e+05,8.918527398584865296e+03,1.019801725895907584e+05,5.293957511920790421e+04
9.827838452578432043e+04,1.138501635936374951e+05,9.157289942488630913e+03,1.047103369258128223e+05,4.924590641284437152e+04
1.069292800164470100e+05,1.223705151789643714e+05,8.594792917337459585e+03,9.827838452578432043e+04,4.831405129506018420e+04
1.148174288166491315e+05,1.326657740514061879e+05,9.351344377259620160e+03,1.069292800164469372e+05,4.479499688220561075e+04
1.167394480683839647e+05,1.322500535680904286e+05,1.004119093676523880e+04,1.148174288166492188e+05,4.327908888906332868e+04
9.550826480094296858e+04,1.086838666108175094e+05,1.020927832985280111e+04,1.167394480683839793e+05,4.026476524195796082e+04
9.574457318145656609e+04,1.107612087543189991e+05,8.352536133140960374e+03,9.550826480094293947e+04,4.380228815278906404e+04
9.582088287695740291e+04,1.092047105728624010e+05,8.373202138234006270e+03,9.574457318145659519e+04,3.813148189900748548e+04
1.006203903537646984e+05,1.143718749181271996e+05,8.379875691463230396e+03,9.582088287695746112e+04,3.941824140999812516e+04
1.024456337534882186e+05,1.172063581754736369e+05,8.799609624488433838e+03,1.006203903537646547e+05,3.543373329477512743e+04
1.031219920332810725e+05,1.176487521997631702e+05,8.959233626450384691e+03,1.024456337534882332e+05,3.653103970391421899e+04
9.655395416234055301e+04,1.102291171109266143e+05,9.018383554288491723e+03,1.031219920332810580e+05,3.612468264732949319e+04
1.128617263021576073e+05,1.275753115596970893e+05,8.443985372568753519e+03,9.655395416234053846e+04,3.294697604546150251e+04
1.041122763781695830e+05,1.200206880353173037e+05,9.870157823013123561e+03,1.128617263021574909e+05,3.273302771097362711e+04
9.463676336664274277e+04,1.082977741571476799e+05,9.104987428728094528e+03,1.041122763781695830e+05,3.197363457831644337e+04
1.153299681400146801e+05,1.316621163460604730e+05,8.276320245068372969e+03,9.463676336664285918e+04,2.867075290164254693e+04
1.009606080214150570e+05,1.135381787616013316e+05,1.008601431646946730e+04,1.153299681400145637e+05,2.814280095020537919e+04
1.106566731208053825e+05,1.257408429624084820e+05,8.829362864881870337e+03,1.009606080214149988e+05,2.737017304269543820e+04
1.078886796818404691e+05,1.223694587304920133e+05,9.677318110019425148e+03,1.106566731208054989e+05,2.566852215021538723e+04
1.033198369757295586e+05,1.205203804375404434e+05,9.435247277056034363e+03,1.078886796818404837e+05,2.417376322970277761e+04
1.146515723285795830e+05,1.291731240173663973e+05,9.035685795450595833e+03,1.033198369757295295e+05,2.302056800718043814e+04
